Observation id,Observation date,Description,Observation type,Source,Time offset (s),Coding duration,Media duration (s),FPS (frame/s),Subject,Observation duration by subject by observation,Behavior,Behavioral category,Modifier #1,Modifier #2,Modifier #3,Modifier #4,Modifier #5,Behavior type,Start (s),Stop (s),Duration (s),Media file name,Image index start,Image index stop,Image file path start,Image file path stop,Comment start,Comment stop
nest_44_as_mov0_fullannotation.v1,2023-07-25 11:31:13,,Media file,player #1:MOVI0000.avi;MOVI0001.avi;MOVI0002.avi;MOVI0003.avi;MOVI0004.avi;MOVI0005.avi;MOVI0006.avi,0.0,1883.399,1800.033;1800.033;1800.033;1800.033;1800.033;1800.033;4.533,30.000;30.000;30.000;30.000;30.000;30.000;30.000,No focal subject,3979.213,obscured,view,blurry/wet,,,,,STATE,402.967,404.999,2.032,MOVI0000.avi,12089,NA,,,,
nest_44_as_mov0_fullannotation.v1,2023-07-25 11:31:13,,Media file,player #1:MOVI0000.avi;MOVI0001.avi;MOVI0002.avi;MOVI0003.avi;MOVI0004.avi;MOVI0005.avi;MOVI0006.avi,0.0,1883.399,1800.033;1800.033;1800.033;1800.033;1800.033;1800.033;4.533,30.000;30.000;30.000;30.000;30.000;30.000;30.000,No focal subject,3979.213,partially obscured,view,blurry/water,,,,,STATE,405.000,414.333,9.333,MOVI0000.avi,12150,12430,,,,
nest_44_as_mov0_fullannotation.v1,2023-07-25 11:31:13,,Media file,player #1:MOVI0000.avi;MOVI0001.avi;MOVI0002.avi;MOVI0003.avi;MOVI0004.avi;MOVI0005.avi;MOVI0006.avi,0.0,1883.399,1800.033;1800.033;1800.033;1800.033;1800.033;1800.033;4.533,30.000;30.000;30.000;30.000;30.000;30.000;30.000,No focal subject,3979.213,other Birds present,view,5,"RFBO,unknown",flying,mid distance - shape and movement visible,far,POINT,420.767,420.767,NA,MOVI0000.avi,12623,12623,,,,
nest_44_as_mov0_fullannotation.v1,2023-07-25 11:31:13,,Media file,player #1:MOVI0000.avi;MOVI0001.avi;MOVI0002.avi;MOVI0003.avi;MOVI0004.avi;MOVI0005.avi;MOVI0006.avi,0.0,1883.399,1800.033;1800.033;1800.033;1800.033;1800.033;1800.033;4.533,30.000;30.000;30.000;30.000;30.000;30.000;30.000,No focal subject,3979.213,other Birds present,view,3,RFBO,"flying,diving",mid distance - shape and movement visible,mid,POINT,450.933,450.933,NA,MOVI0000.avi,13528,13528,,,,
nest_44_as_mov0_fullannotation.v1,2023-07-25 11:31:13,,Media file,player #1:MOVI0000.avi;MOVI0001.avi;MOVI0002.avi;MOVI0003.avi;MOVI0004.avi;MOVI0005.avi;MOVI0006.avi,0.0,1883.399,1800.033;1800.033;1800.033;1800.033;1800.033;1800.033;4.533,30.000;30.000;30.000;30.000;30.000;30.000;30.000,No focal subject,3979.213,Identifiable/individual birds,view,1,RFBO,adult,sitting,,POINT,453.600,453.600,NA,MOVI0000.avi,13608,13608,,,,
nest_44_as_mov0_fullannotation.v1,2023-07-25 11:31:13,,Media file,player #1:MOVI0000.avi;MOVI0001.avi;MOVI0002.avi;MOVI0003.avi;MOVI0004.avi;MOVI0005.avi;MOVI0006.avi,0.0,1883.399,1800.033;1800.033;1800.033;1800.033;1800.033;1800.033;4.533,30.000;30.000;30.000;30.000;30.000;30.000;30.000,No focal subject,3979.213,partially obscured,view,blurry/water,,,,,STATE,463.300,465.167,1.867,MOVI0000.avi,13899,13955,,,,
nest_44_as_mov0_fullannotation.v1,2023-07-25 11:31:13,,Media file,player #1:MOVI0000.avi;MOVI0001.avi;MOVI0002.avi;MOVI0003.avi;MOVI0004.avi;MOVI0005.avi;MOVI0006.avi,0.0,1883.399,1800.033;1800.033;1800.033;1800.033;1800.033;1800.033;4.533,30.000;30.000;30.000;30.000;30.000;30.000;30.000,No focal subject,3979.213,Identifiable/individual birds,view,1,RFBO,adult,parallel flight,,POINT,475.467,475.467,NA,MOVI0000.avi,14264,14264,,,,
nest_44_as_mov0_fullannotation.v1,2023-07-25 11:31:13,,Media file,player #1:MOVI0000.avi;MOVI0001.avi;MOVI0002.avi;MOVI0003.avi;MOVI0004.avi;MOVI0005.avi;MOVI0006.avi,0.0,1883.399,1800.033;1800.033;1800.033;1800.033;1800.033;1800.033;4.533,30.000;30.000;30.000;30.000;30.000;30.000;30.000,No focal subject,3979.213,partially obscured,view,unknown/other,,,,,STATE,477.667,490.167,12.500,MOVI0000.avi,14330,14705,,,,
nest_44_as_mov0_fullannotation.v1,2023-07-25 11:31:13,,Media file,player #1:MOVI0000.avi;MOVI0001.avi;MOVI0002.avi;MOVI0003.avi;MOVI0004.avi;MOVI0005.avi;MOVI0006.avi,0.0,1883.399,1800.033;1800.033;1800.033;1800.033;1800.033;1800.033;4.533,30.000;30.000;30.000;30.000;30.000;30.000;30.000,No focal subject,3979.213,other Birds present,view,3,"RFBO,unknown","flying,sitting",close - well defined body and movements,mid,POINT,480.833,480.833,NA,MOVI0000.avi,14425,14425,,,,
nest_44_as_mov0_fullannotation.v1,2023-07-25 11:31:13,,Media file,player #1:MOVI0000.avi;MOVI0001.avi;MOVI0002.avi;MOVI0003.avi;MOVI0004.avi;MOVI0005.avi;MOVI0006.avi,0.0,1883.399,1800.033;1800.033;1800.033;1800.033;1800.033;1800.033;4.533,30.000;30.000;30.000;30.000;30.000;30.000;30.000,No focal subject,3979.213,Identifiable/individual birds,view,1,RFBO,adult,parallel flight,,POINT,493.667,493.667,NA,MOVI0000.avi,14810,14810,,,,
nest_44_as_mov0_fullannotation.v1,2023-07-25 11:31:13,,Media file,player #1:MOVI0000.avi;MOVI0001.avi;MOVI0002.avi;MOVI0003.avi;MOVI0004.avi;MOVI0005.avi;MOVI0006.avi,0.0,1883.399,1800.033;1800.033;1800.033;1800.033;1800.033;1800.033;4.533,30.000;30.000;30.000;30.000;30.000;30.000;30.000,No focal subject,3979.213,partially obscured,view,unknown/other,,,,,STATE,508.433,544.300,35.867,MOVI0000.avi,15253,16329,,,,
nest_44_as_mov0_fullannotation.v1,2023-07-25 11:31:13,,Media file,player #1:MOVI0000.avi;MOVI0001.avi;MOVI0002.avi;MOVI0003.avi;MOVI0004.avi;MOVI0005.avi;MOVI0006.avi,0.0,1883.399,1800.033;1800.033;1800.033;1800.033;1800.033;1800.033;4.533,30.000;30.000;30.000;30.000;30.000;30.000;30.000,No focal subject,3979.213,other Birds present,view,2,RFBO,flying,close - well defined body and movements,mid,POINT,511.233,511.233,NA,MOVI0000.avi,15337,15337,,,,
nest_44_as_mov0_fullannotation.v1,2023-07-25 11:31:13,,Media file,player #1:MOVI0000.avi;MOVI0001.avi;MOVI0002.avi;MOVI0003.avi;MOVI0004.avi;MOVI0005.avi;MOVI0006.avi,0.0,1883.399,1800.033;1800.033;1800.033;1800.033;1800.033;1800.033;4.533,30.000;30.000;30.000;30.000;30.000;30.000;30.000,No focal subject,3979.213,Eye/bill visible,view,,,,,,POINT,526.233,526.233,NA,MOVI0000.avi,15787,15787,,,,
nest_44_as_mov0_fullannotation.v1,2023-07-25 11:31:13,,Media file,player #1:MOVI0000.avi;MOVI0001.avi;MOVI0002.avi;MOVI0003.avi;MOVI0004.avi;MOVI0005.avi;MOVI0006.avi,0.0,1883.399,1800.033;1800.033;1800.033;1800.033;1800.033;1800.033;4.533,30.000;30.000;30.000;30.000;30.000;30.000;30.000,No focal subject,3979.213,Eye/bill visible,view,,,,,,POINT,529.600,529.600,NA,MOVI0000.avi,15888,15888,,,,
nest_44_as_mov0_fullannotation.v1,2023-07-25 11:31:13,,Media file,player #1:MOVI0000.avi;MOVI0001.avi;MOVI0002.avi;MOVI0003.avi;MOVI0004.avi;MOVI0005.avi;MOVI0006.avi,0.0,1883.399,1800.033;1800.033;1800.033;1800.033;1800.033;1800.033;4.533,30.000;30.000;30.000;30.000;30.000;30.000;30.000,No focal subject,3979.213,other Birds present,view,0,None,None,None,None,POINT,541.000,541.000,NA,MOVI0000.avi,16230,16230,,,,
nest_44_as_mov0_fullannotation.v1,2023-07-25 11:31:13,,Media file,player #1:MOVI0000.avi;MOVI0001.avi;MOVI0002.avi;MOVI0003.avi;MOVI0004.avi;MOVI0005.avi;MOVI0006.avi,0.0,1883.399,1800.033;1800.033;1800.033;1800.033;1800.033;1800.033;4.533,30.000;30.000;30.000;30.000;30.000;30.000;30.000,No focal subject,3979.213,Eye/bill visible,view,,,,,,POINT,567.867,567.867,NA,MOVI0000.avi,17036,17036,,,,
nest_44_as_mov0_fullannotation.v1,2023-07-25 11:31:13,,Media file,player #1:MOVI0000.avi;MOVI0001.avi;MOVI0002.avi;MOVI0003.avi;MOVI0004.avi;MOVI0005.avi;MOVI0006.avi,0.0,1883.399,1800.033;1800.033;1800.033;1800.033;1800.033;1800.033;4.533,30.000;30.000;30.000;30.000;30.000;30.000;30.000,No focal subject,3979.213,other Birds present,view,0,None,None,None,None,POINT,570.867,570.867,NA,MOVI0000.avi,17126,17126,,,,
nest_44_as_mov0_fullannotation.v1,2023-07-25 11:31:13,,Media file,player #1:MOVI0000.avi;MOVI0001.avi;MOVI0002.avi;MOVI0003.avi;MOVI0004.avi;MOVI0005.avi;MOVI0006.avi,0.0,1883.399,1800.033;1800.033;1800.033;1800.033;1800.033;1800.033;4.533,30.000;30.000;30.000;30.000;30.000;30.000;30.000,No focal subject,3979.213,other Birds present,view,2,"RFBO,unknown",flying,mid distance - shape and movement visible,far,POINT,602.000,602.000,NA,MOVI0000.avi,18060,18060,,,,
nest_44_as_mov0_fullannotation.v1,2023-07-25 11:31:13,,Media file,player #1:MOVI0000.avi;MOVI0001.avi;MOVI0002.avi;MOVI0003.avi;MOVI0004.avi;MOVI0005.avi;MOVI0006.avi,0.0,1883.399,1800.033;1800.033;1800.033;1800.033;1800.033;1800.033;4.533,30.000;30.000;30.000;30.000;30.000;30.000;30.000,No focal subject,3979.213,Eye/bill visible,view,,,,,,POINT,606.767,606.767,NA,MOVI0000.avi,18203,18203,,,,
nest_44_as_mov0_fullannotation.v1,2023-07-25 11:31:13,,Media file,player #1:MOVI0000.avi;MOVI0001.avi;MOVI0002.avi;MOVI0003.avi;MOVI0004.avi;MOVI0005.avi;MOVI0006.avi,0.0,1883.399,1800.033;1800.033;1800.033;1800.033;1800.033;1800.033;4.533,30.000;30.000;30.000;30.000;30.000;30.000;30.000,No focal subject,3979.213,Identifiable/individual birds,view,1,RFBO,adult,parallel flight,,POINT,612.100,612.100,NA,MOVI0000.avi,18363,18363,,,,
nest_44_as_mov0_fullannotation.v1,2023-07-25 11:31:13,,Media file,player #1:MOVI0000.avi;MOVI0001.avi;MOVI0002.avi;MOVI0003.avi;MOVI0004.avi;MOVI0005.avi;MOVI0006.avi,0.0,1883.399,1800.033;1800.033;1800.033;1800.033;1800.033;1800.033;4.533,30.000;30.000;30.000;30.000;30.000;30.000;30.000,No focal subject,3979.213,other Birds present,view,3,"RFBO,unknown",flying,close - well defined body and movements,mid,POINT,630.867,630.867,NA,MOVI0000.avi,18926,18926,,,,
nest_44_as_mov0_fullannotation.v1,2023-07-25 11:31:13,,Media file,player #1:MOVI0000.avi;MOVI0001.avi;MOVI0002.avi;MOVI0003.avi;MOVI0004.avi;MOVI0005.avi;MOVI0006.avi,0.0,1883.399,1800.033;1800.033;1800.033;1800.033;1800.033;1800.033;4.533,30.000;30.000;30.000;30.000;30.000;30.000;30.000,No focal subject,3979.213,other Birds present,view,1,RFBO,flying,mid distance - shape and movement visible,None,POINT,660.667,660.667,NA,MOVI0000.avi,19820,19820,,,,
nest_44_as_mov0_fullannotation.v1,2023-07-25 11:31:13,,Media file,player #1:MOVI0000.avi;MOVI0001.avi;MOVI0002.avi;MOVI0003.avi;MOVI0004.avi;MOVI0005.avi;MOVI0006.avi,0.0,1883.399,1800.033;1800.033;1800.033;1800.033;1800.033;1800.033;4.533,30.000;30.000;30.000;30.000;30.000;30.000;30.000,No focal subject,3979.213,Eye/bill visible,view,,,,,,POINT,684.067,684.067,NA,MOVI0000.avi,20522,20522,,,,
nest_44_as_mov0_fullannotation.v1,2023-07-25 11:31:13,,Media file,player #1:MOVI0000.avi;MOVI0001.avi;MOVI0002.avi;MOVI0003.avi;MOVI0004.avi;MOVI0005.avi;MOVI0006.avi,0.0,1883.399,1800.033;1800.033;1800.033;1800.033;1800.033;1800.033;4.533,30.000;30.000;30.000;30.000;30.000;30.000;30.000,No focal subject,3979.213,other Birds present,view,2,unknown,flying,mid distance - shape and movement visible,mid,POINT,689.767,689.767,NA,MOVI0000.avi,20693,20693,,,,
nest_44_as_mov0_fullannotation.v1,2023-07-25 11:31:13,,Media file,player #1:MOVI0000.avi;MOVI0001.avi;MOVI0002.avi;MOVI0003.avi;MOVI0004.avi;MOVI0005.avi;MOVI0006.avi,0.0,1883.399,1800.033;1800.033;1800.033;1800.033;1800.033;1800.033;4.533,30.000;30.000;30.000;30.000;30.000;30.000;30.000,No focal subject,3979.213,Eye/bill visible,view,,,,,,POINT,698.900,698.900,NA,MOVI0000.avi,20967,20967,,,,
nest_44_as_mov0_fullannotation.v1,2023-07-25 11:31:13,,Media file,player #1:MOVI0000.avi;MOVI0001.avi;MOVI0002.avi;MOVI0003.avi;MOVI0004.avi;MOVI0005.avi;MOVI0006.avi,0.0,1883.399,1800.033;1800.033;1800.033;1800.033;1800.033;1800.033;4.533,30.000;30.000;30.000;30.000;30.000;30.000;30.000,No focal subject,3979.213,Eye/bill visible,view,,,,,,POINT,704.067,704.067,NA,MOVI0000.avi,21122,21122,,,,
nest_44_as_mov0_fullannotation.v1,2023-07-25 11:31:13,,Media file,player #1:MOVI0000.avi;MOVI0001.avi;MOVI0002.avi;MOVI0003.avi;MOVI0004.avi;MOVI0005.avi;MOVI0006.avi,0.0,1883.399,1800.033;1800.033;1800.033;1800.033;1800.033;1800.033;4.533,30.000;30.000;30.000;30.000;30.000;30.000;30.000,No focal subject,3979.213,other Birds present,view,0,None,None,None,None,POINT,720.300,720.300,NA,MOVI0000.avi,21609,21609,,,,
nest_44_as_mov0_fullannotation.v1,2023-07-25 11:31:13,,Media file,player #1:MOVI0000.avi;MOVI0001.avi;MOVI0002.avi;MOVI0003.avi;MOVI0004.avi;MOVI0005.avi;MOVI0006.avi,0.0,1883.399,1800.033;1800.033;1800.033;1800.033;1800.033;1800.033;4.533,30.000;30.000;30.000;30.000;30.000;30.000;30.000,No focal subject,3979.213,other Birds present,view,0,None,None,None,None,POINT,750.400,750.400,NA,MOVI0000.avi,22512,22512,,,,
nest_44_as_mov0_fullannotation.v1,2023-07-25 11:31:13,,Media file,player #1:MOVI0000.avi;MOVI0001.avi;MOVI0002.avi;MOVI0003.avi;MOVI0004.avi;MOVI0005.avi;MOVI0006.avi,0.0,1883.399,1800.033;1800.033;1800.033;1800.033;1800.033;1800.033;4.533,30.000;30.000;30.000;30.000;30.000;30.000;30.000,No focal subject,3979.213,other Birds present,view,0,None,None,None,None,POINT,780.300,780.300,NA,MOVI0000.avi,23409,23409,,,,
nest_44_as_mov0_fullannotation.v1,2023-07-25 11:31:13,,Media file,player #1:MOVI0000.avi;MOVI0001.avi;MOVI0002.avi;MOVI0003.avi;MOVI0004.avi;MOVI0005.avi;MOVI0006.avi,0.0,1883.399,1800.033;1800.033;1800.033;1800.033;1800.033;1800.033;4.533,30.000;30.000;30.000;30.000;30.000;30.000;30.000,No focal subject,3979.213,other Birds present,view,0,None,None,None,None,POINT,810.667,810.667,NA,MOVI0000.avi,24320,24320,,,,
nest_44_as_mov0_fullannotation.v1,2023-07-25 11:31:13,,Media file,player #1:MOVI0000.avi;MOVI0001.avi;MOVI0002.avi;MOVI0003.avi;MOVI0004.avi;MOVI0005.avi;MOVI0006.avi,0.0,1883.399,1800.033;1800.033;1800.033;1800.033;1800.033;1800.033;4.533,30.000;30.000;30.000;30.000;30.000;30.000;30.000,No focal subject,3979.213,splasH,view,,,,,,POINT,830.900,830.900,NA,MOVI0000.avi,24927,24927,,,,
nest_44_as_mov0_fullannotation.v1,2023-07-25 11:31:13,,Media file,player #1:MOVI0000.avi;MOVI0001.avi;MOVI0002.avi;MOVI0003.avi;MOVI0004.avi;MOVI0005.avi;MOVI0006.avi,0.0,1883.399,1800.033;1800.033;1800.033;1800.033;1800.033;1800.033;4.533,30.000;30.000;30.000;30.000;30.000;30.000;30.000,No focal subject,3979.213,splasH,view,,,,,,POINT,832.300,832.300,NA,MOVI0000.avi,24969,24969,,,,
nest_44_as_mov0_fullannotation.v1,2023-07-25 11:31:13,,Media file,player #1:MOVI0000.avi;MOVI0001.avi;MOVI0002.avi;MOVI0003.avi;MOVI0004.avi;MOVI0005.avi;MOVI0006.avi,0.0,1883.399,1800.033;1800.033;1800.033;1800.033;1800.033;1800.033;4.533,30.000;30.000;30.000;30.000;30.000;30.000;30.000,No focal subject,3979.213,Identifiable/individual birds,view,3,RFBO,adult,diving,,POINT,837.933,837.933,NA,MOVI0000.avi,25138,25138,,,,
nest_44_as_mov0_fullannotation.v1,2023-07-25 11:31:13,,Media file,player #1:MOVI0000.avi;MOVI0001.avi;MOVI0002.avi;MOVI0003.avi;MOVI0004.avi;MOVI0005.avi;MOVI0006.avi,0.0,1883.399,1800.033;1800.033;1800.033;1800.033;1800.033;1800.033;4.533,30.000;30.000;30.000;30.000;30.000;30.000;30.000,No focal subject,3979.213,Identifiable/individual birds,view,1,RFBO,adult,parallel flight,,POINT,840.100,840.100,NA,MOVI0000.avi,25203,25203,,,,
nest_44_as_mov0_fullannotation.v1,2023-07-25 11:31:13,,Media file,player #1:MOVI0000.avi;MOVI0001.avi;MOVI0002.avi;MOVI0003.avi;MOVI0004.avi;MOVI0005.avi;MOVI0006.avi,0.0,1883.399,1800.033;1800.033;1800.033;1800.033;1800.033;1800.033;4.533,30.000;30.000;30.000;30.000;30.000;30.000;30.000,No focal subject,3979.213,other Birds present,view,9,"RFBO,unknown","flying,diving,pile",close - well defined body and movements,mid,POINT,840.467,840.467,NA,MOVI0000.avi,25214,25214,,,,
nest_44_as_mov0_fullannotation.v1,2023-07-25 11:31:13,,Media file,player #1:MOVI0000.avi;MOVI0001.avi;MOVI0002.avi;MOVI0003.avi;MOVI0004.avi;MOVI0005.avi;MOVI0006.avi,0.0,1883.399,1800.033;1800.033;1800.033;1800.033;1800.033;1800.033;4.533,30.000;30.000;30.000;30.000;30.000;30.000;30.000,No focal subject,3979.213,Eye/bill visible,view,,,,,,POINT,848.867,848.867,NA,MOVI0000.avi,25466,25466,,,,
nest_44_as_mov0_fullannotation.v1,2023-07-25 11:31:13,,Media file,player #1:MOVI0000.avi;MOVI0001.avi;MOVI0002.avi;MOVI0003.avi;MOVI0004.avi;MOVI0005.avi;MOVI0006.avi,0.0,1883.399,1800.033;1800.033;1800.033;1800.033;1800.033;1800.033;4.533,30.000;30.000;30.000;30.000;30.000;30.000;30.000,No focal subject,3979.213,Identifiable/individual birds,view,1,RFBO,adult,parallel flight,,POINT,851.467,851.467,NA,MOVI0000.avi,25544,25544,,,,
nest_44_as_mov0_fullannotation.v1,2023-07-25 11:31:13,,Media file,player #1:MOVI0000.avi;MOVI0001.avi;MOVI0002.avi;MOVI0003.avi;MOVI0004.avi;MOVI0005.avi;MOVI0006.avi,0.0,1883.399,1800.033;1800.033;1800.033;1800.033;1800.033;1800.033;4.533,30.000;30.000;30.000;30.000;30.000;30.000;30.000,No focal subject,3979.213,Identifiable/individual birds,view,1,RFBO,adult,parallel flight,,POINT,855.967,855.967,NA,MOVI0000.avi,25679,25679,,,,
nest_44_as_mov0_fullannotation.v1,2023-07-25 11:31:13,,Media file,player #1:MOVI0000.avi;MOVI0001.avi;MOVI0002.avi;MOVI0003.avi;MOVI0004.avi;MOVI0005.avi;MOVI0006.avi,0.0,1883.399,1800.033;1800.033;1800.033;1800.033;1800.033;1800.033;4.533,30.000;30.000;30.000;30.000;30.000;30.000;30.000,No focal subject,3979.213,Eye/bill visible,view,,,,,,POINT,864.000,864.000,NA,MOVI0000.avi,25920,25920,,,,
nest_44_as_mov0_fullannotation.v1,2023-07-25 11:31:13,,Media file,player #1:MOVI0000.avi;MOVI0001.avi;MOVI0002.avi;MOVI0003.avi;MOVI0004.avi;MOVI0005.avi;MOVI0006.avi,0.0,1883.399,1800.033;1800.033;1800.033;1800.033;1800.033;1800.033;4.533,30.000;30.000;30.000;30.000;30.000;30.000;30.000,No focal subject,3979.213,other Birds present,view,12,"RFBO,unknown",flying,close - well defined body and movements,mid,POINT,870.667,870.667,NA,MOVI0000.avi,26120,26120,,,,
nest_44_as_mov0_fullannotation.v1,2023-07-25 11:31:13,,Media file,player #1:MOVI0000.avi;MOVI0001.avi;MOVI0002.avi;MOVI0003.avi;MOVI0004.avi;MOVI0005.avi;MOVI0006.avi,0.0,1883.399,1800.033;1800.033;1800.033;1800.033;1800.033;1800.033;4.533,30.000;30.000;30.000;30.000;30.000;30.000;30.000,No focal subject,3979.213,Identifiable/individual birds,view,1,unkown,unkown,cross paths,,POINT,875.500,875.500,NA,MOVI0000.avi,26265,26265,,,,
nest_44_as_mov0_fullannotation.v1,2023-07-25 11:31:13,,Media file,player #1:MOVI0000.avi;MOVI0001.avi;MOVI0002.avi;MOVI0003.avi;MOVI0004.avi;MOVI0005.avi;MOVI0006.avi,0.0,1883.399,1800.033;1800.033;1800.033;1800.033;1800.033;1800.033;4.533,30.000;30.000;30.000;30.000;30.000;30.000;30.000,No focal subject,3979.213,Eye/bill visible,view,,,,,,POINT,877.000,877.000,NA,MOVI0000.avi,26310,26310,,,,
nest_44_as_mov0_fullannotation.v1,2023-07-25 11:31:13,,Media file,player #1:MOVI0000.avi;MOVI0001.avi;MOVI0002.avi;MOVI0003.avi;MOVI0004.avi;MOVI0005.avi;MOVI0006.avi,0.0,1883.399,1800.033;1800.033;1800.033;1800.033;1800.033;1800.033;4.533,30.000;30.000;30.000;30.000;30.000;30.000;30.000,No focal subject,3979.213,Identifiable/individual birds,view,1,unkown,unkown,parallel flight,,POINT,877.300,877.300,NA,MOVI0000.avi,26319,26319,,,,
nest_44_as_mov0_fullannotation.v1,2023-07-25 11:31:13,,Media file,player #1:MOVI0000.avi;MOVI0001.avi;MOVI0002.avi;MOVI0003.avi;MOVI0004.avi;MOVI0005.avi;MOVI0006.avi,0.0,1883.399,1800.033;1800.033;1800.033;1800.033;1800.033;1800.033;4.533,30.000;30.000;30.000;30.000;30.000;30.000;30.000,No focal subject,3979.213,Identifiable/individual birds,view,1,RFBO,adult,parallel flight,,POINT,879.500,879.500,NA,MOVI0000.avi,26385,26385,,,,
nest_44_as_mov0_fullannotation.v1,2023-07-25 11:31:13,,Media file,player #1:MOVI0000.avi;MOVI0001.avi;MOVI0002.avi;MOVI0003.avi;MOVI0004.avi;MOVI0005.avi;MOVI0006.avi,0.0,1883.399,1800.033;1800.033;1800.033;1800.033;1800.033;1800.033;4.533,30.000;30.000;30.000;30.000;30.000;30.000;30.000,No focal subject,3979.213,Eye/bill visible,view,,,,,,POINT,884.967,884.967,NA,MOVI0000.avi,26549,26549,,,,
nest_44_as_mov0_fullannotation.v1,2023-07-25 11:31:13,,Media file,player #1:MOVI0000.avi;MOVI0001.avi;MOVI0002.avi;MOVI0003.avi;MOVI0004.avi;MOVI0005.avi;MOVI0006.avi,0.0,1883.399,1800.033;1800.033;1800.033;1800.033;1800.033;1800.033;4.533,30.000;30.000;30.000;30.000;30.000;30.000;30.000,No focal subject,3979.213,Eye/bill visible,view,,,,,,POINT,898.200,898.200,NA,MOVI0000.avi,26946,26946,,,,
nest_44_as_mov0_fullannotation.v1,2023-07-25 11:31:13,,Media file,player #1:MOVI0000.avi;MOVI0001.avi;MOVI0002.avi;MOVI0003.avi;MOVI0004.avi;MOVI0005.avi;MOVI0006.avi,0.0,1883.399,1800.033;1800.033;1800.033;1800.033;1800.033;1800.033;4.533,30.000;30.000;30.000;30.000;30.000;30.000;30.000,No focal subject,3979.213,other Birds present,view,6,RFBO,flying,close - well defined body and movements,close,POINT,901.000,901.000,NA,MOVI0000.avi,27029,27029,,,,
nest_44_as_mov0_fullannotation.v1,2023-07-25 11:31:13,,Media file,player #1:MOVI0000.avi;MOVI0001.avi;MOVI0002.avi;MOVI0003.avi;MOVI0004.avi;MOVI0005.avi;MOVI0006.avi,0.0,1883.399,1800.033;1800.033;1800.033;1800.033;1800.033;1800.033;4.533,30.000;30.000;30.000;30.000;30.000;30.000;30.000,No focal subject,3979.213,Eye/bill visible,view,,,,,,POINT,918.667,918.667,NA,MOVI0000.avi,27559,27559,,,,
nest_44_as_mov0_fullannotation.v1,2023-07-25 11:31:13,,Media file,player #1:MOVI0000.avi;MOVI0001.avi;MOVI0002.avi;MOVI0003.avi;MOVI0004.avi;MOVI0005.avi;MOVI0006.avi,0.0,1883.399,1800.033;1800.033;1800.033;1800.033;1800.033;1800.033;4.533,30.000;30.000;30.000;30.000;30.000;30.000;30.000,No focal subject,3979.213,other Birds present,view,4,"booby- Sula sp,unknown",flying,mid distance - shape and movement visible,far,POINT,930.333,930.333,NA,MOVI0000.avi,27909,27909,,,,
nest_44_as_mov0_fullannotation.v1,2023-07-25 11:31:13,,Media file,player #1:MOVI0000.avi;MOVI0001.avi;MOVI0002.avi;MOVI0003.avi;MOVI0004.avi;MOVI0005.avi;MOVI0006.avi,0.0,1883.399,1800.033;1800.033;1800.033;1800.033;1800.033;1800.033;4.533,30.000;30.000;30.000;30.000;30.000;30.000;30.000,No focal subject,3979.213,Eye/bill visible,view,,,,,,POINT,933.767,933.767,NA,MOVI0000.avi,28012,28012,,,,
nest_44_as_mov0_fullannotation.v1,2023-07-25 11:31:13,,Media file,player #1:MOVI0000.avi;MOVI0001.avi;MOVI0002.avi;MOVI0003.avi;MOVI0004.avi;MOVI0005.avi;MOVI0006.avi,0.0,1883.399,1800.033;1800.033;1800.033;1800.033;1800.033;1800.033;4.533,30.000;30.000;30.000;30.000;30.000;30.000;30.000,No focal subject,3979.213,partially obscured,view,blurry/water,,,,,STATE,935.300,979.633,44.333,MOVI0000.avi,28058,29388,,,,
nest_44_as_mov0_fullannotation.v1,2023-07-25 11:31:13,,Media file,player #1:MOVI0000.avi;MOVI0001.avi;MOVI0002.avi;MOVI0003.avi;MOVI0004.avi;MOVI0005.avi;MOVI0006.avi,0.0,1883.399,1800.033;1800.033;1800.033;1800.033;1800.033;1800.033;4.533,30.000;30.000;30.000;30.000;30.000;30.000;30.000,No focal subject,3979.213,Eye/bill visible,view,,,,,,POINT,936.200,936.200,NA,MOVI0000.avi,28085,28085,,,,
nest_44_as_mov0_fullannotation.v1,2023-07-25 11:31:13,,Media file,player #1:MOVI0000.avi;MOVI0001.avi;MOVI0002.avi;MOVI0003.avi;MOVI0004.avi;MOVI0005.avi;MOVI0006.avi,0.0,1883.399,1800.033;1800.033;1800.033;1800.033;1800.033;1800.033;4.533,30.000;30.000;30.000;30.000;30.000;30.000;30.000,No focal subject,3979.213,Eye/bill visible,view,,,,,,POINT,949.267,949.267,NA,MOVI0000.avi,28477,28477,,,,
nest_44_as_mov0_fullannotation.v1,2023-07-25 11:31:13,,Media file,player #1:MOVI0000.avi;MOVI0001.avi;MOVI0002.avi;MOVI0003.avi;MOVI0004.avi;MOVI0005.avi;MOVI0006.avi,0.0,1883.399,1800.033;1800.033;1800.033;1800.033;1800.033;1800.033;4.533,30.000;30.000;30.000;30.000;30.000;30.000;30.000,No focal subject,3979.213,Eye/bill visible,view,,,,,,POINT,954.300,954.300,NA,MOVI0000.avi,28628,28628,,,,
