Observation id,Observation date,Description,Observation type,Source,Time offset (s),Coding duration,Media duration (s),FPS (frame/s),Subject,Observation duration by subject by observation,Behavior,Behavioral category,Modifier #1,Modifier #2,Modifier #3,Modifier #4,Modifier #5,Behavior type,Start (s),Stop (s),Duration (s),Media file name,Image index start,Image index stop,Image file path start,Image file path stop,Comment start,Comment stop
N34_m0_j+as,2023-12-16 16:57:25,"traveling, resting, no PCAs",Media file,player #1:nest_34_data\VIDEO\MOVI0000.avi,0.0,1799.911,1800.033,30.000,No focal subject,4721.6,obscured,view,feathers,,,,,STATE,0.100,28.300,28.200,nest_34_data\VIDEO\MOVI0000.avi,3,849,,,,
N34_m0_j+as,2023-12-16 16:57:25,"traveling, resting, no PCAs",Media file,player #1:nest_34_data\VIDEO\MOVI0000.avi,0.0,1799.911,1800.033,30.000,No focal subject,4721.6,Takeoff,position,,,,,,POINT,28.533,28.533,NA,nest_34_data\VIDEO\MOVI0000.avi,856,856,,,,
N34_m0_j+as,2023-12-16 16:57:25,"traveling, resting, no PCAs",Media file,player #1:nest_34_data\VIDEO\MOVI0000.avi,0.0,1799.911,1800.033,30.000,No focal subject,4721.6,Airborne,position,,,,,,STATE,29.267,140.799,111.532,nest_34_data\VIDEO\MOVI0000.avi,878,NA,,,,
N34_m0_j+as,2023-12-16 16:57:25,"traveling, resting, no PCAs",Media file,player #1:nest_34_data\VIDEO\MOVI0000.avi,0.0,1799.911,1800.033,30.000,No focal subject,4721.6,Eye/bill visible,view,,,,,,POINT,32.167,32.167,NA,nest_34_data\VIDEO\MOVI0000.avi,965,965,,,,
N34_m0_j+as,2023-12-16 16:57:25,"traveling, resting, no PCAs",Media file,player #1:nest_34_data\VIDEO\MOVI0000.avi,0.0,1799.911,1800.033,30.000,No focal subject,4721.6,weather notes,Not defined,light partial clouds,sun glare,"2 - small wavelets glassy crests not breaking,3 - large wavelets crests breaking some scttered whitecaps",,,STATE,32.200,1800.011,1767.811,nest_34_data\VIDEO\MOVI0000.avi,966,53999,,,,
N34_m0_j+as,2023-12-16 16:57:25,"traveling, resting, no PCAs",Media file,player #1:nest_34_data\VIDEO\MOVI0000.avi,0.0,1799.911,1800.033,30.000,No focal subject,4721.6,other Birds present,view,0,None,None,None,None,POINT,60.000,60.000,NA,nest_34_data\VIDEO\MOVI0000.avi,1800,1800,,,,
N34_m0_j+as,2023-12-16 16:57:25,"traveling, resting, no PCAs",Media file,player #1:nest_34_data\VIDEO\MOVI0000.avi,0.0,1799.911,1800.033,30.000,No focal subject,4721.6,Eye/bill visible,view,,,,,,POINT,61.933,61.933,NA,nest_34_data\VIDEO\MOVI0000.avi,1858,1858,,,,
N34_m0_j+as,2023-12-16 16:57:25,"traveling, resting, no PCAs",Media file,player #1:nest_34_data\VIDEO\MOVI0000.avi,0.0,1799.911,1800.033,30.000,No focal subject,4721.6,other Birds present,view,5,unknown,flying,mid distance - shape and movement visible,mid,POINT,90.000,90.000,NA,nest_34_data\VIDEO\MOVI0000.avi,2700,2700,,,,
N34_m0_j+as,2023-12-16 16:57:25,"traveling, resting, no PCAs",Media file,player #1:nest_34_data\VIDEO\MOVI0000.avi,0.0,1799.911,1800.033,30.000,No focal subject,4721.6,Identifiable/individual birds,view,1,unkown,unkown,parallel flight,,POINT,102.600,102.600,NA,nest_34_data\VIDEO\MOVI0000.avi,3078,3078,,,,
N34_m0_j+as,2023-12-16 16:57:25,"traveling, resting, no PCAs",Media file,player #1:nest_34_data\VIDEO\MOVI0000.avi,0.0,1799.911,1800.033,30.000,No focal subject,4721.6,other Birds present,view,6,"RFBO,unknown",flying,close - well defined body and movements,mid,POINT,120.000,120.000,NA,nest_34_data\VIDEO\MOVI0000.avi,3600,3600,,,,
