Observation id,Observation date,Description,Observation type,Source,Time offset (s),Coding duration,Media duration (s),FPS (frame/s),Subject,Observation duration by subject by observation,Behavior,Behavioral category,Modifier #1,Modifier #2,Modifier #3,Modifier #4,Modifier #5,Behavior type,Start (s),Stop (s),Duration (s),Media file name,Image index start,Image index stop,Image file path start,Image file path stop,Comment start,Comment stop
N42_m3_EF,2025-07-14 12:14:05,resting,Media file,player #1:nest_42_data\VIDEO\MOVI0003.avi,0.0,1799.911,1800.033,30.000,No focal subject,5479.032,Sitting,position,,,,,,STATE,0.100,1713.266,1713.166,nest_42_data\VIDEO\MOVI0003.avi,3,NA,,,,
N42_m3_EF,2025-07-14 12:14:05,resting,Media file,player #1:nest_42_data\VIDEO\MOVI0003.avi,0.0,1799.911,1800.033,30.000,No focal subject,5479.032,obscured,view,feathers,,,,,STATE,0.100,120.099,119.999,nest_42_data\VIDEO\MOVI0003.avi,3,NA,,,,
N42_m3_EF,2025-07-14 12:14:05,resting,Media file,player #1:nest_42_data\VIDEO\MOVI0003.avi,0.0,1799.911,1800.033,30.000,No focal subject,5479.032,weather notes,Not defined,heavy partial clouds,None,3 - large wavelets crests breaking some scttered whitecaps,,,STATE,0.100,1792.400,1792.300,nest_42_data\VIDEO\MOVI0003.avi,3,53772,,,,
N42_m3_EF,2025-07-14 12:14:05,resting,Media file,player #1:nest_42_data\VIDEO\MOVI0003.avi,0.0,1799.911,1800.033,30.000,No focal subject,5479.032,partially obscured,view,feathers,,,,,STATE,120.100,121.132,1.032,nest_42_data\VIDEO\MOVI0003.avi,3603,NA,,,,
N42_m3_EF,2025-07-14 12:14:05,resting,Media file,player #1:nest_42_data\VIDEO\MOVI0003.avi,0.0,1799.911,1800.033,30.000,No focal subject,5479.032,Eye/bill visible,view,,,,,,POINT,120.267,120.267,NA,nest_42_data\VIDEO\MOVI0003.avi,3608,3608,,,,
N42_m3_EF,2025-07-14 12:14:05,resting,Media file,player #1:nest_42_data\VIDEO\MOVI0003.avi,0.0,1799.911,1800.033,30.000,No focal subject,5479.032,obscured,view,feathers,,,,,STATE,121.133,126.566,5.433,nest_42_data\VIDEO\MOVI0003.avi,3634,NA,,,,
N42_m3_EF,2025-07-14 12:14:05,resting,Media file,player #1:nest_42_data\VIDEO\MOVI0003.avi,0.0,1799.911,1800.033,30.000,No focal subject,5479.032,partially obscured,view,feathers,,,,,STATE,126.567,127.332,0.765,nest_42_data\VIDEO\MOVI0003.avi,3797,NA,,,,
N42_m3_EF,2025-07-14 12:14:05,resting,Media file,player #1:nest_42_data\VIDEO\MOVI0003.avi,0.0,1799.911,1800.033,30.000,No focal subject,5479.032,obscured,view,feathers,,,,,STATE,127.333,1800.001,1672.668,nest_42_data\VIDEO\MOVI0003.avi,3820,54000,,,,Event automatically added by the fix unpaired state events function
N42_m3_EF,2025-07-14 12:14:05,resting,Media file,player #1:nest_42_data\VIDEO\MOVI0003.avi,0.0,1799.911,1800.033,30.000,No focal subject,5479.032,Underwater,position,,,,,,STATE,182.500,183.567,1.067,nest_42_data\VIDEO\MOVI0003.avi,5475,5507,,,,
N42_m3_EF,2025-07-14 12:14:05,resting,Media file,player #1:nest_42_data\VIDEO\MOVI0003.avi,0.0,1799.911,1800.033,30.000,No focal subject,5479.032,Underwater,position,,,,,,STATE,204.100,204.467,0.367,nest_42_data\VIDEO\MOVI0003.avi,6123,6134,,,,
N42_m3_EF,2025-07-14 12:14:05,resting,Media file,player #1:nest_42_data\VIDEO\MOVI0003.avi,0.0,1799.911,1800.033,30.000,No focal subject,5479.032,Airborne,position,,,,,,STATE,1713.267,1800.000,86.733,nest_42_data\VIDEO\MOVI0003.avi,51397,54000,,,,Event automatically added by the fix unpaired state events function
N42_m3_EF,2025-07-14 12:14:05,resting,Media file,player #1:nest_42_data\VIDEO\MOVI0003.avi,0.0,1799.911,1800.033,30.000,No focal subject,5479.032,partially obscured,view,feathers,,,,,STATE,1714.500,1800.002,85.502,nest_42_data\VIDEO\MOVI0003.avi,51434,54000,,,,Event automatically added by the fix unpaired state events function
N42_m3_EF,2025-07-14 12:14:05,resting,Media file,player #1:nest_42_data\VIDEO\MOVI0003.avi,0.0,1799.911,1800.033,30.000,No focal subject,5479.032,other Birds present,view,0,None,None,None,None,POINT,1740.000,1740.000,NA,nest_42_data\VIDEO\MOVI0003.avi,52199,52199,,,,
N42_m3_EF,2025-07-14 12:14:05,resting,Media file,player #1:nest_42_data\VIDEO\MOVI0003.avi,0.0,1799.911,1800.033,30.000,No focal subject,5479.032,other Birds present,view,27,"RFBO,unknown","flying,pile",mid distance - shape and movement visible,mid,POINT,1770.000,1770.000,NA,nest_42_data\VIDEO\MOVI0003.avi,53099,53099,,,,
N42_m3_EF,2025-07-14 12:14:05,resting,Media file,player #1:nest_42_data\VIDEO\MOVI0003.avi,0.0,1799.911,1800.033,30.000,No focal subject,5479.032,other Birds present,view,0,None,None,None,None,POINT,1800.011,1800.011,NA,nest_42_data\VIDEO\MOVI0003.avi,53999,53999,,,,
