Observation id,Observation date,Description,Observation type,Source,Time offset (s),Coding duration,Media duration (s),FPS (frame/s),Subject,Observation duration by subject by observation,Behavior,Behavioral category,Modifier #1,Modifier #2,Modifier #3,Modifier #4,Behavior type,Start (s),Stop (s),Duration (s),Media file name,Image index start,Image index stop,Image file path start,Image file path stop,Comment start,Comment stop
N73_m6_as,2025-10-01 14:34:58,,Media file,player #1:Nov2024_RFBO\73\video\MOVI0006.avi,0.0,1799.944,1800.033,30.000,No focal subject,3599.888,Airborne,position,,,,,STATE,0.067,1800.011,1799.944,Nov2024_RFBO\73\video\MOVI0006.avi,2,53999,,,,
N73_m6_as,2025-10-01 14:34:58,,Media file,player #1:Nov2024_RFBO\73\video\MOVI0006.avi,0.0,1799.944,1800.033,30.000,No focal subject,3599.888,weather notes,Not defined,overcast - solid cloud layer,None,"3 - large wavelets crests breaking some scttered whitecaps,4 - small to moderate waves numerous whitecaps",,STATE,0.067,1800.011,1799.944,Nov2024_RFBO\73\video\MOVI0006.avi,2,53999,,,,
N73_m6_as,2025-10-01 14:34:58,,Media file,player #1:Nov2024_RFBO\73\video\MOVI0006.avi,0.0,1799.944,1800.033,30.000,No focal subject,3599.888,Eye/bill visible,view,,,,,POINT,333.467,333.467,NA,Nov2024_RFBO\73\video\MOVI0006.avi,10004,10004,,,,
N73_m6_as,2025-10-01 14:34:58,,Media file,player #1:Nov2024_RFBO\73\video\MOVI0006.avi,0.0,1799.944,1800.033,30.000,No focal subject,3599.888,Eye/bill visible,view,,,,,POINT,348.900,348.900,NA,Nov2024_RFBO\73\video\MOVI0006.avi,10467,10467,,,,
N73_m6_as,2025-10-01 14:34:58,,Media file,player #1:Nov2024_RFBO\73\video\MOVI0006.avi,0.0,1799.944,1800.033,30.000,No focal subject,3599.888,Eye/bill visible,view,,,,,POINT,356.100,356.100,NA,Nov2024_RFBO\73\video\MOVI0006.avi,10683,10683,,,,
N73_m6_as,2025-10-01 14:34:58,,Media file,player #1:Nov2024_RFBO\73\video\MOVI0006.avi,0.0,1799.944,1800.033,30.000,No focal subject,3599.888,Eye/bill visible,view,,,,,POINT,356.800,356.800,NA,Nov2024_RFBO\73\video\MOVI0006.avi,10704,10704,,,,
N73_m6_as,2025-10-01 14:34:58,,Media file,player #1:Nov2024_RFBO\73\video\MOVI0006.avi,0.0,1799.944,1800.033,30.000,No focal subject,3599.888,Eye/bill visible,view,,,,,POINT,366.500,366.500,NA,Nov2024_RFBO\73\video\MOVI0006.avi,10995,10995,,,,
N73_m6_as,2025-10-01 14:34:58,,Media file,player #1:Nov2024_RFBO\73\video\MOVI0006.avi,0.0,1799.944,1800.033,30.000,No focal subject,3599.888,Eye/bill visible,view,,,,,POINT,385.467,385.467,NA,Nov2024_RFBO\73\video\MOVI0006.avi,11564,11564,,,,
N73_m6_as,2025-10-01 14:34:58,,Media file,player #1:Nov2024_RFBO\73\video\MOVI0006.avi,0.0,1799.944,1800.033,30.000,No focal subject,3599.888,Eye/bill visible,view,,,,,POINT,401.967,401.967,NA,Nov2024_RFBO\73\video\MOVI0006.avi,12059,12059,,,,
N73_m6_as,2025-10-01 14:34:58,,Media file,player #1:Nov2024_RFBO\73\video\MOVI0006.avi,0.0,1799.944,1800.033,30.000,No focal subject,3599.888,Eye/bill visible,view,,,,,POINT,418.167,418.167,NA,Nov2024_RFBO\73\video\MOVI0006.avi,12545,12545,,,,
N73_m6_as,2025-10-01 14:34:58,,Media file,player #1:Nov2024_RFBO\73\video\MOVI0006.avi,0.0,1799.944,1800.033,30.000,No focal subject,3599.888,Eye/bill visible,view,,,,,POINT,419.467,419.467,NA,Nov2024_RFBO\73\video\MOVI0006.avi,12584,12584,,,,
N73_m6_as,2025-10-01 14:34:58,,Media file,player #1:Nov2024_RFBO\73\video\MOVI0006.avi,0.0,1799.944,1800.033,30.000,No focal subject,3599.888,Eye/bill visible,view,,,,,POINT,421.500,421.500,NA,Nov2024_RFBO\73\video\MOVI0006.avi,12645,12645,,,,
N73_m6_as,2025-10-01 14:34:58,,Media file,player #1:Nov2024_RFBO\73\video\MOVI0006.avi,0.0,1799.944,1800.033,30.000,No focal subject,3599.888,Eye/bill visible,view,,,,,POINT,442.100,442.100,NA,Nov2024_RFBO\73\video\MOVI0006.avi,13263,13263,,,,
N73_m6_as,2025-10-01 14:34:58,,Media file,player #1:Nov2024_RFBO\73\video\MOVI0006.avi,0.0,1799.944,1800.033,30.000,No focal subject,3599.888,Eye/bill visible,view,,,,,POINT,473.233,473.233,NA,Nov2024_RFBO\73\video\MOVI0006.avi,14197,14197,,,,
N73_m6_as,2025-10-01 14:34:58,,Media file,player #1:Nov2024_RFBO\73\video\MOVI0006.avi,0.0,1799.944,1800.033,30.000,No focal subject,3599.888,unidentified Object,view,,,,,POINT,473.533,473.533,NA,Nov2024_RFBO\73\video\MOVI0006.avi,14206,14206,,,red globule under bill... some sort of injury???,
N73_m6_as,2025-10-01 14:34:58,,Media file,player #1:Nov2024_RFBO\73\video\MOVI0006.avi,0.0,1799.944,1800.033,30.000,No focal subject,3599.888,Eye/bill visible,view,,,,,POINT,477.900,477.900,NA,Nov2024_RFBO\73\video\MOVI0006.avi,14337,14337,,,,
N73_m6_as,2025-10-01 14:34:58,,Media file,player #1:Nov2024_RFBO\73\video\MOVI0006.avi,0.0,1799.944,1800.033,30.000,No focal subject,3599.888,Eye/bill visible,view,,,,,POINT,478.733,478.733,NA,Nov2024_RFBO\73\video\MOVI0006.avi,14362,14362,,,,
N73_m6_as,2025-10-01 14:34:58,,Media file,player #1:Nov2024_RFBO\73\video\MOVI0006.avi,0.0,1799.944,1800.033,30.000,No focal subject,3599.888,Eye/bill visible,view,,,,,POINT,479.800,479.800,NA,Nov2024_RFBO\73\video\MOVI0006.avi,14394,14394,,,,
N73_m6_as,2025-10-01 14:34:58,,Media file,player #1:Nov2024_RFBO\73\video\MOVI0006.avi,0.0,1799.944,1800.033,30.000,No focal subject,3599.888,Eye/bill visible,view,,,,,POINT,482.533,482.533,NA,Nov2024_RFBO\73\video\MOVI0006.avi,14476,14476,,,,
N73_m6_as,2025-10-01 14:34:58,,Media file,player #1:Nov2024_RFBO\73\video\MOVI0006.avi,0.0,1799.944,1800.033,30.000,No focal subject,3599.888,Eye/bill visible,view,,,,,POINT,492.600,492.600,NA,Nov2024_RFBO\73\video\MOVI0006.avi,14778,14778,,,,
