Observation id,Observation date,Description,Observation type,Source,Time offset (s),Coding duration,Media duration (s),FPS (frame/s),Subject,Observation duration by subject by observation,Behavior,Behavioral category,Modifier #1,Modifier #2,Modifier #3,Modifier #4,Behavior type,Start (s),Stop (s),Duration (s),Media file name,Image index start,Image index stop,Image file path start,Image file path stop,Comment start,Comment stop
5312203_m6,2025-11-04 16:33:28.643,,Media file,player #1:camera data\53103videos\MOVI0006.avi,0.0,1197.037,1197.133,30.000,No focal subject,2712.938,Airborne,position,,,,,STATE,0.067,424.432,424.365,camera data\53103videos\MOVI0006.avi,2,NA,,,,
5312203_m6,2025-11-04 16:33:28.643,,Media file,player #1:camera data\53103videos\MOVI0006.avi,0.0,1197.037,1197.133,30.000,No focal subject,2712.938,weather notes,Not defined,heavy partial clouds,None,"1 - ripples no foam,2 - small wavelets glassy crests not breaking",,STATE,0.067,1197.104,1197.037,camera data\53103videos\MOVI0006.avi,2,35913,,,,
5312203_m6,2025-11-04 16:33:28.643,,Media file,player #1:camera data\53103videos\MOVI0006.avi,0.0,1197.037,1197.133,30.000,No focal subject,2712.938,Eye/bill visible,view,,,,,POINT,6.700,6.700,NA,camera data\53103videos\MOVI0006.avi,201,201,,,preening?,
5312203_m6,2025-11-04 16:33:28.643,,Media file,player #1:camera data\53103videos\MOVI0006.avi,0.0,1197.037,1197.133,30.000,No focal subject,2712.938,Eye/bill visible,view,,,,,POINT,50.567,50.567,NA,camera data\53103videos\MOVI0006.avi,1517,1517,,,,
5312203_m6,2025-11-04 16:33:28.643,,Media file,player #1:camera data\53103videos\MOVI0006.avi,0.0,1197.037,1197.133,30.000,No focal subject,2712.938,partially obscured,view,blurry/water,,,,STATE,85.467,317.100,231.633,camera data\53103videos\MOVI0006.avi,2564,9513,,,,
5312203_m6,2025-11-04 16:33:28.643,,Media file,player #1:camera data\53103videos\MOVI0006.avi,0.0,1197.037,1197.133,30.000,No focal subject,2712.938,Identifiable/individual birds,view,1,RFBO,adult,parallel flight,POINT,94.400,94.400,NA,camera data\53103videos\MOVI0006.avi,2832,2832,,,,
5312203_m6,2025-11-04 16:33:28.643,,Media file,player #1:camera data\53103videos\MOVI0006.avi,0.0,1197.037,1197.133,30.000,No focal subject,2712.938,Eye/bill visible,view,,,,,POINT,135.100,135.100,NA,camera data\53103videos\MOVI0006.avi,4053,4053,,,preening?,
5312203_m6,2025-11-04 16:33:28.643,,Media file,player #1:camera data\53103videos\MOVI0006.avi,0.0,1197.037,1197.133,30.000,No focal subject,2712.938,Eye/bill visible,view,,,,,POINT,136.567,136.567,NA,camera data\53103videos\MOVI0006.avi,4097,4097,,,,
5312203_m6,2025-11-04 16:33:28.643,,Media file,player #1:camera data\53103videos\MOVI0006.avi,0.0,1197.037,1197.133,30.000,No focal subject,2712.938,Identifiable/individual birds,view,1,RFBO,adult,cross paths,POINT,167.800,167.800,NA,camera data\53103videos\MOVI0006.avi,5034,5034,,,,
5312203_m6,2025-11-04 16:33:28.643,,Media file,player #1:camera data\53103videos\MOVI0006.avi,0.0,1197.037,1197.133,30.000,No focal subject,2712.938,Eye/bill visible,view,,,,,POINT,174.500,174.500,NA,camera data\53103videos\MOVI0006.avi,5235,5235,,,,
5312203_m6,2025-11-04 16:33:28.643,,Media file,player #1:camera data\53103videos\MOVI0006.avi,0.0,1197.037,1197.133,30.000,No focal subject,2712.938,Identifiable/individual birds,view,1,brown noddy,adult,cross paths,POINT,191.800,191.800,NA,camera data\53103videos\MOVI0006.avi,5754,5754,,,,
5312203_m6,2025-11-04 16:33:28.643,,Media file,player #1:camera data\53103videos\MOVI0006.avi,0.0,1197.037,1197.133,30.000,No focal subject,2712.938,Identifiable/individual birds,view,1,RFBO,adult,diving,POINT,331.333,331.333,NA,camera data\53103videos\MOVI0006.avi,9940,9940,,,,
5312203_m6,2025-11-04 16:33:28.643,,Media file,player #1:camera data\53103videos\MOVI0006.avi,0.0,1197.037,1197.133,30.000,No focal subject,2712.938,Prey,view,,,,,POINT,332.800,332.800,NA,camera data\53103videos\MOVI0006.avi,9984,9984,,,,
5312203_m6,2025-11-04 16:33:28.643,,Media file,player #1:camera data\53103videos\MOVI0006.avi,0.0,1197.037,1197.133,30.000,No focal subject,2712.938,prey Capture,view,type 3: mid-air pursuit of prey,Failed,None,,POINT,332.867,332.867,NA,camera data\53103videos\MOVI0006.avi,9986,9986,,,,
5312203_m6,2025-11-04 16:33:28.643,,Media file,player #1:camera data\53103videos\MOVI0006.avi,0.0,1197.037,1197.133,30.000,No focal subject,2712.938,Eye/bill visible,view,,,,,POINT,333.367,333.367,NA,camera data\53103videos\MOVI0006.avi,10001,10001,,,,
5312203_m6,2025-11-04 16:33:28.643,,Media file,player #1:camera data\53103videos\MOVI0006.avi,0.0,1197.037,1197.133,30.000,No focal subject,2712.938,prey Capture,view,type 3: mid-air pursuit of prey,aborted type 3,None,,POINT,333.667,333.667,NA,camera data\53103videos\MOVI0006.avi,10010,10010,,,,
5312203_m6,2025-11-04 16:33:28.643,,Media file,player #1:camera data\53103videos\MOVI0006.avi,0.0,1197.037,1197.133,30.000,No focal subject,2712.938,Eye/bill visible,view,,,,,POINT,333.967,333.967,NA,camera data\53103videos\MOVI0006.avi,10019,10019,,,,
5312203_m6,2025-11-04 16:33:28.643,,Media file,player #1:camera data\53103videos\MOVI0006.avi,0.0,1197.037,1197.133,30.000,No focal subject,2712.938,splasH,view,,,,,POINT,335.067,335.067,NA,camera data\53103videos\MOVI0006.avi,10052,10052,,,,
5312203_m6,2025-11-04 16:33:28.643,,Media file,player #1:camera data\53103videos\MOVI0006.avi,0.0,1197.037,1197.133,30.000,No focal subject,2712.938,prey Capture,view,type 3: mid-air pursuit of prey,Successful,None,,POINT,335.100,335.100,NA,camera data\53103videos\MOVI0006.avi,10053,10053,,,,
