Observation id,Observation date,Description,Observation type,Source,Time offset (s),Coding duration,Media duration (s),FPS (frame/s),Subject,Observation duration by subject by observation,Behavior,Behavioral category,Modifier #1,Modifier #2,Modifier #3,Modifier #4,Modifier #5,Behavior type,Start (s),Stop (s),Duration (s),Media file name,Image index start,Image index stop,Image file path start,Image file path stop,Comment start,Comment stop
N36_m2_j,2023-12-06 21:23:32,"resting, traveling, no PCA ",Media file,player #1:nest_36_data\VIDEO\MOVI0002.avi,0.0,1799.944,1800.033,30.000,No focal subject,3498.53,obscured,view,feathers,,,,,STATE,0.067,851.800,851.733,nest_36_data\VIDEO\MOVI0002.avi,2,25554,,,,
N36_m2_j,2023-12-06 21:23:32,"resting, traveling, no PCA ",Media file,player #1:nest_36_data\VIDEO\MOVI0002.avi,0.0,1799.944,1800.033,30.000,No focal subject,3498.53,Takeoff,position,,,,,,POINT,851.900,851.900,NA,nest_36_data\VIDEO\MOVI0002.avi,25557,25557,,,,
N36_m2_j,2023-12-06 21:23:32,"resting, traveling, no PCA ",Media file,player #1:nest_36_data\VIDEO\MOVI0002.avi,0.0,1799.944,1800.033,30.000,No focal subject,3498.53,Airborne,position,,,,,,STATE,852.200,950.099,97.899,nest_36_data\VIDEO\MOVI0002.avi,25566,NA,,,,
N36_m2_j,2023-12-06 21:23:32,"resting, traveling, no PCA ",Media file,player #1:nest_36_data\VIDEO\MOVI0002.avi,0.0,1799.944,1800.033,30.000,No focal subject,3498.53,weather notes,Not defined,heavy partial clouds,None,None,,,STATE,853.367,1800.011,946.644,nest_36_data\VIDEO\MOVI0002.avi,25601,53999,,,,
N36_m2_j,2023-12-06 21:23:32,"resting, traveling, no PCA ",Media file,player #1:nest_36_data\VIDEO\MOVI0002.avi,0.0,1799.944,1800.033,30.000,No focal subject,3498.53,Eye/bill visible,view,,,,,,POINT,857.100,857.100,NA,nest_36_data\VIDEO\MOVI0002.avi,25713,25713,,,,
N36_m2_j,2023-12-06 21:23:32,"resting, traveling, no PCA ",Media file,player #1:nest_36_data\VIDEO\MOVI0002.avi,0.0,1799.944,1800.033,30.000,No focal subject,3498.53,Eye/bill visible,view,,,,,,POINT,860.933,860.933,NA,nest_36_data\VIDEO\MOVI0002.avi,25828,25828,,,,
N36_m2_j,2023-12-06 21:23:32,"resting, traveling, no PCA ",Media file,player #1:nest_36_data\VIDEO\MOVI0002.avi,0.0,1799.944,1800.033,30.000,No focal subject,3498.53,other Birds present,view,0,None,None,None,None,POINT,870.000,870.000,NA,nest_36_data\VIDEO\MOVI0002.avi,26100,26100,,,,
N36_m2_j,2023-12-06 21:23:32,"resting, traveling, no PCA ",Media file,player #1:nest_36_data\VIDEO\MOVI0002.avi,0.0,1799.944,1800.033,30.000,No focal subject,3498.53,Eye/bill visible,view,,,,,,POINT,873.667,873.667,NA,nest_36_data\VIDEO\MOVI0002.avi,26210,26210,,,,
N36_m2_j,2023-12-06 21:23:32,"resting, traveling, no PCA ",Media file,player #1:nest_36_data\VIDEO\MOVI0002.avi,0.0,1799.944,1800.033,30.000,No focal subject,3498.53,Eye/bill visible,view,,,,,,POINT,877.367,877.367,NA,nest_36_data\VIDEO\MOVI0002.avi,26321,26321,,,,
N36_m2_j,2023-12-06 21:23:32,"resting, traveling, no PCA ",Media file,player #1:nest_36_data\VIDEO\MOVI0002.avi,0.0,1799.944,1800.033,30.000,No focal subject,3498.53,Eye/bill visible,view,,,,,,POINT,880.933,880.933,NA,nest_36_data\VIDEO\MOVI0002.avi,26428,26428,,,,
N36_m2_j,2023-12-06 21:23:32,"resting, traveling, no PCA ",Media file,player #1:nest_36_data\VIDEO\MOVI0002.avi,0.0,1799.944,1800.033,30.000,No focal subject,3498.53,Identifiable/individual birds,view,1,RFBO,adult,cross paths,,POINT,888.133,888.133,NA,nest_36_data\VIDEO\MOVI0002.avi,26644,26644,,,,
N36_m2_j,2023-12-06 21:23:32,"resting, traveling, no PCA ",Media file,player #1:nest_36_data\VIDEO\MOVI0002.avi,0.0,1799.944,1800.033,30.000,No focal subject,3498.53,other Birds present,view,2,"RFBO,unknown",flying,close - well defined body and movements,far,POINT,900.000,900.000,NA,nest_36_data\VIDEO\MOVI0002.avi,27000,27000,,,,
N36_m2_j,2023-12-06 21:23:32,"resting, traveling, no PCA ",Media file,player #1:nest_36_data\VIDEO\MOVI0002.avi,0.0,1799.944,1800.033,30.000,No focal subject,3498.53,Eye/bill visible,view,,,,,,POINT,907.733,907.733,NA,nest_36_data\VIDEO\MOVI0002.avi,27231,27231,,,,
N36_m2_j,2023-12-06 21:23:32,"resting, traveling, no PCA ",Media file,player #1:nest_36_data\VIDEO\MOVI0002.avi,0.0,1799.944,1800.033,30.000,No focal subject,3498.53,Eye/bill visible,view,,,,,,POINT,909.500,909.500,NA,nest_36_data\VIDEO\MOVI0002.avi,27284,27284,,,,
N36_m2_j,2023-12-06 21:23:32,"resting, traveling, no PCA ",Media file,player #1:nest_36_data\VIDEO\MOVI0002.avi,0.0,1799.944,1800.033,30.000,No focal subject,3498.53,Eye/bill visible,view,,,,,,POINT,919.433,919.433,NA,nest_36_data\VIDEO\MOVI0002.avi,27582,27582,,,,
N36_m2_j,2023-12-06 21:23:32,"resting, traveling, no PCA ",Media file,player #1:nest_36_data\VIDEO\MOVI0002.avi,0.0,1799.944,1800.033,30.000,No focal subject,3498.53,other Birds present,view,3,unknown,flying,mid distance - shape and movement visible,far,POINT,930.000,930.000,NA,nest_36_data\VIDEO\MOVI0002.avi,27899,27899,,,,
N36_m2_j,2023-12-06 21:23:32,"resting, traveling, no PCA ",Media file,player #1:nest_36_data\VIDEO\MOVI0002.avi,0.0,1799.944,1800.033,30.000,No focal subject,3498.53,Landing,position,,,,,,POINT,950.100,950.100,NA,nest_36_data\VIDEO\MOVI0002.avi,28502,28502,,,,
N36_m2_j,2023-12-06 21:23:32,"resting, traveling, no PCA ",Media file,player #1:nest_36_data\VIDEO\MOVI0002.avi,0.0,1799.944,1800.033,30.000,No focal subject,3498.53,obscured,view,feathers,,,,,STATE,950.600,990.500,39.900,nest_36_data\VIDEO\MOVI0002.avi,28517,29714,,,,
N36_m2_j,2023-12-06 21:23:32,"resting, traveling, no PCA ",Media file,player #1:nest_36_data\VIDEO\MOVI0002.avi,0.0,1799.944,1800.033,30.000,No focal subject,3498.53,unknownState,position,,,,,,STATE,953.200,990.466,37.266,nest_36_data\VIDEO\MOVI0002.avi,28595,NA,,,,
N36_m2_j,2023-12-06 21:23:32,"resting, traveling, no PCA ",Media file,player #1:nest_36_data\VIDEO\MOVI0002.avi,0.0,1799.944,1800.033,30.000,No focal subject,3498.53,other Birds present,view,1,unknown,flying,far-moving speck or lines,far,POINT,960.033,960.033,NA,nest_36_data\VIDEO\MOVI0002.avi,28800,28800,,,,
N36_m2_j,2023-12-06 21:23:32,"resting, traveling, no PCA ",Media file,player #1:nest_36_data\VIDEO\MOVI0002.avi,0.0,1799.944,1800.033,30.000,No focal subject,3498.53,Airborne,position,,,,,,STATE,990.467,1081.799,91.332,nest_36_data\VIDEO\MOVI0002.avi,29713,NA,,,,
N36_m2_j,2023-12-06 21:23:32,"resting, traveling, no PCA ",Media file,player #1:nest_36_data\VIDEO\MOVI0002.avi,0.0,1799.944,1800.033,30.000,No focal subject,3498.53,Eye/bill visible,view,,,,,,POINT,1015.100,1015.100,NA,nest_36_data\VIDEO\MOVI0002.avi,30452,30452,,,,
N36_m2_j,2023-12-06 21:23:32,"resting, traveling, no PCA ",Media file,player #1:nest_36_data\VIDEO\MOVI0002.avi,0.0,1799.944,1800.033,30.000,No focal subject,3498.53,Eye/bill visible,view,,,,,,POINT,1018.533,1018.533,NA,nest_36_data\VIDEO\MOVI0002.avi,30555,30555,,,,
N36_m2_j,2023-12-06 21:23:32,"resting, traveling, no PCA ",Media file,player #1:nest_36_data\VIDEO\MOVI0002.avi,0.0,1799.944,1800.033,30.000,No focal subject,3498.53,other Birds present,view,3,unknown,flying,far-moving speck or lines,far,POINT,1020.000,1020.000,NA,nest_36_data\VIDEO\MOVI0002.avi,30599,30599,,,,
N36_m2_j,2023-12-06 21:23:32,"resting, traveling, no PCA ",Media file,player #1:nest_36_data\VIDEO\MOVI0002.avi,0.0,1799.944,1800.033,30.000,No focal subject,3498.53,Eye/bill visible,view,,,,,,POINT,1026.067,1026.067,NA,nest_36_data\VIDEO\MOVI0002.avi,30781,30781,,,,
N36_m2_j,2023-12-06 21:23:32,"resting, traveling, no PCA ",Media file,player #1:nest_36_data\VIDEO\MOVI0002.avi,0.0,1799.944,1800.033,30.000,No focal subject,3498.53,Eye/bill visible,view,,,,,,POINT,1039.867,1039.867,NA,nest_36_data\VIDEO\MOVI0002.avi,31195,31195,,,,
N36_m2_j,2023-12-06 21:23:32,"resting, traveling, no PCA ",Media file,player #1:nest_36_data\VIDEO\MOVI0002.avi,0.0,1799.944,1800.033,30.000,No focal subject,3498.53,Identifiable/individual birds,view,1,booby- Sula sp,adult,parallel flight,,POINT,1043.033,1043.033,NA,nest_36_data\VIDEO\MOVI0002.avi,31290,31290,,,,
N36_m2_j,2023-12-06 21:23:32,"resting, traveling, no PCA ",Media file,player #1:nest_36_data\VIDEO\MOVI0002.avi,0.0,1799.944,1800.033,30.000,No focal subject,3498.53,Eye/bill visible,view,,,,,,POINT,1046.600,1046.600,NA,nest_36_data\VIDEO\MOVI0002.avi,31397,31397,,,,
N36_m2_j,2023-12-06 21:23:32,"resting, traveling, no PCA ",Media file,player #1:nest_36_data\VIDEO\MOVI0002.avi,0.0,1799.944,1800.033,30.000,No focal subject,3498.53,other Birds present,view,6,"booby- Sula sp,unknown",flying,close - well defined body and movements,far,POINT,1050.000,1050.000,NA,nest_36_data\VIDEO\MOVI0002.avi,31499,31499,,,,
N36_m2_j,2023-12-06 21:23:32,"resting, traveling, no PCA ",Media file,player #1:nest_36_data\VIDEO\MOVI0002.avi,0.0,1799.944,1800.033,30.000,No focal subject,3498.53,Eye/bill visible,view,,,,,,POINT,1059.833,1059.833,NA,nest_36_data\VIDEO\MOVI0002.avi,31794,31794,,,,
N36_m2_j,2023-12-06 21:23:32,"resting, traveling, no PCA ",Media file,player #1:nest_36_data\VIDEO\MOVI0002.avi,0.0,1799.944,1800.033,30.000,No focal subject,3498.53,Identifiable/individual birds,view,1,brown noddy,adult,takeoff,,POINT,1062.067,1062.067,NA,nest_36_data\VIDEO\MOVI0002.avi,31861,31861,,,,
N36_m2_j,2023-12-06 21:23:32,"resting, traveling, no PCA ",Media file,player #1:nest_36_data\VIDEO\MOVI0002.avi,0.0,1799.944,1800.033,30.000,No focal subject,3498.53,Identifiable/individual birds,view,1,booby- Sula sp,adult,cross paths,,POINT,1066.100,1066.100,NA,nest_36_data\VIDEO\MOVI0002.avi,31982,31982,,,,
N36_m2_j,2023-12-06 21:23:32,"resting, traveling, no PCA ",Media file,player #1:nest_36_data\VIDEO\MOVI0002.avi,0.0,1799.944,1800.033,30.000,No focal subject,3498.53,Eye/bill visible,view,,,,,,POINT,1067.167,1067.167,NA,nest_36_data\VIDEO\MOVI0002.avi,32014,32014,,,,
N36_m2_j,2023-12-06 21:23:32,"resting, traveling, no PCA ",Media file,player #1:nest_36_data\VIDEO\MOVI0002.avi,0.0,1799.944,1800.033,30.000,No focal subject,3498.53,Identifiable/individual birds,view,1,booby- Sula sp,adult,parallel flight,,POINT,1076.567,1076.567,NA,nest_36_data\VIDEO\MOVI0002.avi,32296,32296,,,,
