Observation id,Observation date,Description,Observation type,Source,Time offset (s),Coding duration,Media duration (s),FPS (frame/s),Subject,Observation duration by subject by observation,Behavior,Behavioral category,Modifier #1,Modifier #2,Modifier #3,Modifier #4,Behavior type,Start (s),Stop (s),Duration (s),Media file name,Image index start,Image index stop,Image file path start,Image file path stop,Comment start,Comment stop
N73_m7_as,2025-10-02 11:28:42,"traveling, foraging no t3 no success, 2 prey, bird has ?injury? under right side of bill:red/pink glob",Media file,player #1:Nov2024_RFBO\73\video\MOVI0007.avi,0.0,1799.933,1800.033,30.000,No focal subject,3606.731,Airborne,position,,,,,STATE,0.067,1800.000,1799.933,Nov2024_RFBO\73\video\MOVI0007.avi,2,53999,,,,
N73_m7_as,2025-10-02 11:28:42,"traveling, foraging no t3 no success, 2 prey, bird has ?injury? under right side of bill:red/pink glob",Media file,player #1:Nov2024_RFBO\73\video\MOVI0007.avi,0.0,1799.933,1800.033,30.000,No focal subject,3606.731,weather notes,Not defined,overcast - solid cloud layer,None,"3 - large wavelets crests breaking some scttered whitecaps,4 - small to moderate waves numerous whitecaps",,STATE,0.067,1800.000,1799.933,Nov2024_RFBO\73\video\MOVI0007.avi,2,53999,,,,
N73_m7_as,2025-10-02 11:28:42,"traveling, foraging no t3 no success, 2 prey, bird has ?injury? under right side of bill:red/pink glob",Media file,player #1:Nov2024_RFBO\73\video\MOVI0007.avi,0.0,1799.933,1800.033,30.000,No focal subject,3606.731,Eye/bill visible,view,,,,,POINT,18.033,18.033,NA,Nov2024_RFBO\73\video\MOVI0007.avi,541,541,,,,
N73_m7_as,2025-10-02 11:28:42,"traveling, foraging no t3 no success, 2 prey, bird has ?injury? under right side of bill:red/pink glob",Media file,player #1:Nov2024_RFBO\73\video\MOVI0007.avi,0.0,1799.933,1800.033,30.000,No focal subject,3606.731,Eye/bill visible,view,,,,,POINT,75.967,75.967,NA,Nov2024_RFBO\73\video\MOVI0007.avi,2279,2279,,,,
N73_m7_as,2025-10-02 11:28:42,"traveling, foraging no t3 no success, 2 prey, bird has ?injury? under right side of bill:red/pink glob",Media file,player #1:Nov2024_RFBO\73\video\MOVI0007.avi,0.0,1799.933,1800.033,30.000,No focal subject,3606.731,Eye/bill visible,view,,,,,POINT,83.100,83.100,NA,Nov2024_RFBO\73\video\MOVI0007.avi,2493,2493,,,,
N73_m7_as,2025-10-02 11:28:42,"traveling, foraging no t3 no success, 2 prey, bird has ?injury? under right side of bill:red/pink glob",Media file,player #1:Nov2024_RFBO\73\video\MOVI0007.avi,0.0,1799.933,1800.033,30.000,No focal subject,3606.731,Eye/bill visible,view,,,,,POINT,149.200,149.200,NA,Nov2024_RFBO\73\video\MOVI0007.avi,4476,4476,,,,
N73_m7_as,2025-10-02 11:28:42,"traveling, foraging no t3 no success, 2 prey, bird has ?injury? under right side of bill:red/pink glob",Media file,player #1:Nov2024_RFBO\73\video\MOVI0007.avi,0.0,1799.933,1800.033,30.000,No focal subject,3606.731,Eye/bill visible,view,,,,,POINT,277.300,277.300,NA,Nov2024_RFBO\73\video\MOVI0007.avi,8319,8319,,,,
N73_m7_as,2025-10-02 11:28:42,"traveling, foraging no t3 no success, 2 prey, bird has ?injury? under right side of bill:red/pink glob",Media file,player #1:Nov2024_RFBO\73\video\MOVI0007.avi,0.0,1799.933,1800.033,30.000,No focal subject,3606.731,Eye/bill visible,view,,,,,POINT,299.200,299.200,NA,Nov2024_RFBO\73\video\MOVI0007.avi,8976,8976,,,,
N73_m7_as,2025-10-02 11:28:42,"traveling, foraging no t3 no success, 2 prey, bird has ?injury? under right side of bill:red/pink glob",Media file,player #1:Nov2024_RFBO\73\video\MOVI0007.avi,0.0,1799.933,1800.033,30.000,No focal subject,3606.731,Eye/bill visible,view,,,,,POINT,299.667,299.667,NA,Nov2024_RFBO\73\video\MOVI0007.avi,8990,8990,,,,
N73_m7_as,2025-10-02 11:28:42,"traveling, foraging no t3 no success, 2 prey, bird has ?injury? under right side of bill:red/pink glob",Media file,player #1:Nov2024_RFBO\73\video\MOVI0007.avi,0.0,1799.933,1800.033,30.000,No focal subject,3606.731,Eye/bill visible,view,,,,,POINT,351.567,351.567,NA,Nov2024_RFBO\73\video\MOVI0007.avi,10547,10547,,,,
N73_m7_as,2025-10-02 11:28:42,"traveling, foraging no t3 no success, 2 prey, bird has ?injury? under right side of bill:red/pink glob",Media file,player #1:Nov2024_RFBO\73\video\MOVI0007.avi,0.0,1799.933,1800.033,30.000,No focal subject,3606.731,Eye/bill visible,view,,,,,POINT,390.867,390.867,NA,Nov2024_RFBO\73\video\MOVI0007.avi,11726,11726,,,,
N73_m7_as,2025-10-02 11:28:42,"traveling, foraging no t3 no success, 2 prey, bird has ?injury? under right side of bill:red/pink glob",Media file,player #1:Nov2024_RFBO\73\video\MOVI0007.avi,0.0,1799.933,1800.033,30.000,No focal subject,3606.731,Eye/bill visible,view,,,,,POINT,498.500,498.500,NA,Nov2024_RFBO\73\video\MOVI0007.avi,14955,14955,,,,
N73_m7_as,2025-10-02 11:28:42,"traveling, foraging no t3 no success, 2 prey, bird has ?injury? under right side of bill:red/pink glob",Media file,player #1:Nov2024_RFBO\73\video\MOVI0007.avi,0.0,1799.933,1800.033,30.000,No focal subject,3606.731,Eye/bill visible,view,,,,,POINT,510.333,510.333,NA,Nov2024_RFBO\73\video\MOVI0007.avi,15310,15310,,,,
N73_m7_as,2025-10-02 11:28:42,"traveling, foraging no t3 no success, 2 prey, bird has ?injury? under right side of bill:red/pink glob",Media file,player #1:Nov2024_RFBO\73\video\MOVI0007.avi,0.0,1799.933,1800.033,30.000,No focal subject,3606.731,Eye/bill visible,view,,,,,POINT,554.567,554.567,NA,Nov2024_RFBO\73\video\MOVI0007.avi,16637,16637,,,,
N73_m7_as,2025-10-02 11:28:42,"traveling, foraging no t3 no success, 2 prey, bird has ?injury? under right side of bill:red/pink glob",Media file,player #1:Nov2024_RFBO\73\video\MOVI0007.avi,0.0,1799.933,1800.033,30.000,No focal subject,3606.731,Eye/bill visible,view,,,,,POINT,609.800,609.800,NA,Nov2024_RFBO\73\video\MOVI0007.avi,18294,18294,,,,
N73_m7_as,2025-10-02 11:28:42,"traveling, foraging no t3 no success, 2 prey, bird has ?injury? under right side of bill:red/pink glob",Media file,player #1:Nov2024_RFBO\73\video\MOVI0007.avi,0.0,1799.933,1800.033,30.000,No focal subject,3606.731,Eye/bill visible,view,,,,,POINT,642.667,642.667,NA,Nov2024_RFBO\73\video\MOVI0007.avi,19280,19280,,,,
N73_m7_as,2025-10-02 11:28:42,"traveling, foraging no t3 no success, 2 prey, bird has ?injury? under right side of bill:red/pink glob",Media file,player #1:Nov2024_RFBO\73\video\MOVI0007.avi,0.0,1799.933,1800.033,30.000,No focal subject,3606.731,Eye/bill visible,view,,,,,POINT,731.733,731.733,NA,Nov2024_RFBO\73\video\MOVI0007.avi,21952,21952,,,,
N73_m7_as,2025-10-02 11:28:42,"traveling, foraging no t3 no success, 2 prey, bird has ?injury? under right side of bill:red/pink glob",Media file,player #1:Nov2024_RFBO\73\video\MOVI0007.avi,0.0,1799.933,1800.033,30.000,No focal subject,3606.731,Eye/bill visible,view,,,,,POINT,746.167,746.167,NA,Nov2024_RFBO\73\video\MOVI0007.avi,22385,22385,,,,
N73_m7_as,2025-10-02 11:28:42,"traveling, foraging no t3 no success, 2 prey, bird has ?injury? under right side of bill:red/pink glob",Media file,player #1:Nov2024_RFBO\73\video\MOVI0007.avi,0.0,1799.933,1800.033,30.000,No focal subject,3606.731,Eye/bill visible,view,,,,,POINT,837.333,837.333,NA,Nov2024_RFBO\73\video\MOVI0007.avi,25120,25120,,,,
