Observation id,Observation date,Description,Observation type,Source,Time offset (s),Coding duration,Media duration (s),FPS (frame/s),Subject,Observation duration by subject by observation,Behavior,Behavioral category,Modifier #1,Modifier #2,Modifier #3,Modifier #4,Behavior type,Start (s),Stop (s),Duration (s),Media file name,Image index start,Image index stop,Image file path start,Image file path stop,Comment start,Comment stop
N73_m9101112,2025-10-07 11:42:49,,Media file,player #1:Nov2024_RFBO\73\video\MOVI0009.avi;Nov2024_RFBO\73\video\MOVI0010.avi;Nov2024_RFBO\73\video\MOVI0011.avi;Nov2024_RFBO\73\video\MOVI0012.avi,0.0,735.582,600.133;23.700;110.433;1.400,30.000;30.000;30.000;30.000,No focal subject,2193.836,Takeoff,position,,,,,POINT,722.666,722.666,NA,Nov2024_RFBO\73\video\MOVI0011.avi,2964,2964,,,,
N73_m9101112,2025-10-07 11:42:49,,Media file,player #1:Nov2024_RFBO\73\video\MOVI0009.avi;Nov2024_RFBO\73\video\MOVI0010.avi;Nov2024_RFBO\73\video\MOVI0011.avi;Nov2024_RFBO\73\video\MOVI0012.avi,0.0,735.582,600.133;23.700;110.433;1.400,30.000;30.000;30.000;30.000,No focal subject,2193.836,Identifiable/individual birds,view,1,RFBO,adult,takeoff,POINT,722.833,722.833,NA,Nov2024_RFBO\73\video\MOVI0011.avi,2969,2969,,,,
N73_m9101112,2025-10-07 11:42:49,,Media file,player #1:Nov2024_RFBO\73\video\MOVI0009.avi;Nov2024_RFBO\73\video\MOVI0010.avi;Nov2024_RFBO\73\video\MOVI0011.avi;Nov2024_RFBO\73\video\MOVI0012.avi,0.0,735.582,600.133;23.700;110.433;1.400,30.000;30.000;30.000;30.000,No focal subject,2193.836,Airborne,position,,,,,STATE,723.133,734.333,11.200,Nov2024_RFBO\73\video\MOVI0011.avi,2978,2,,,,
N73_m9101112,2025-10-07 11:42:49,,Media file,player #1:Nov2024_RFBO\73\video\MOVI0009.avi;Nov2024_RFBO\73\video\MOVI0010.avi;Nov2024_RFBO\73\video\MOVI0011.avi;Nov2024_RFBO\73\video\MOVI0012.avi,0.0,735.582,600.133;23.700;110.433;1.400,30.000;30.000;30.000;30.000,No focal subject,2193.836,Eye/bill visible,view,,,,,POINT,726.266,726.266,NA,Nov2024_RFBO\73\video\MOVI0011.avi,3072,3072,,,,
N73_m9101112,2025-10-07 11:42:49,,Media file,player #1:Nov2024_RFBO\73\video\MOVI0009.avi;Nov2024_RFBO\73\video\MOVI0010.avi;Nov2024_RFBO\73\video\MOVI0011.avi;Nov2024_RFBO\73\video\MOVI0012.avi,0.0,735.582,600.133;23.700;110.433;1.400,30.000;30.000;30.000;30.000,No focal subject,2193.836,Eye/bill visible,view,,,,,POINT,727.966,727.966,NA,Nov2024_RFBO\73\video\MOVI0011.avi,3123,3123,,,,
N73_m9101112,2025-10-07 11:42:49,,Media file,player #1:Nov2024_RFBO\73\video\MOVI0009.avi;Nov2024_RFBO\73\video\MOVI0010.avi;Nov2024_RFBO\73\video\MOVI0011.avi;Nov2024_RFBO\73\video\MOVI0012.avi,0.0,735.582,600.133;23.700;110.433;1.400,30.000;30.000;30.000;30.000,No focal subject,2193.836,Identifiable/individual birds,view,1,booby- Sula sp,unkown,parallel flight,POINT,727.966,727.966,NA,Nov2024_RFBO\73\video\MOVI0011.avi,3123,3123,,,,
N73_m9101112,2025-10-07 11:42:49,,Media file,player #1:Nov2024_RFBO\73\video\MOVI0009.avi;Nov2024_RFBO\73\video\MOVI0010.avi;Nov2024_RFBO\73\video\MOVI0011.avi;Nov2024_RFBO\73\video\MOVI0012.avi,0.0,735.582,600.133;23.700;110.433;1.400,30.000;30.000;30.000;30.000,No focal subject,2193.836,Eye/bill visible,view,,,,,POINT,732.733,732.733,NA,Nov2024_RFBO\73\video\MOVI0011.avi,3266,3266,,,,
N73_m9101112,2025-10-07 11:42:49,,Media file,player #1:Nov2024_RFBO\73\video\MOVI0009.avi;Nov2024_RFBO\73\video\MOVI0010.avi;Nov2024_RFBO\73\video\MOVI0011.avi;Nov2024_RFBO\73\video\MOVI0012.avi,0.0,735.582,600.133;23.700;110.433;1.400,30.000;30.000;30.000;30.000,No focal subject,2193.836,Eye/bill visible,view,,,,,POINT,733.533,733.533,NA,Nov2024_RFBO\73\video\MOVI0011.avi,3290,3290,,,,
N73_m9101112,2025-10-07 11:42:49,,Media file,player #1:Nov2024_RFBO\73\video\MOVI0009.avi;Nov2024_RFBO\73\video\MOVI0010.avi;Nov2024_RFBO\73\video\MOVI0011.avi;Nov2024_RFBO\73\video\MOVI0012.avi,0.0,735.582,600.133;23.700;110.433;1.400,30.000;30.000;30.000;30.000,No focal subject,2193.836,Identifiable/individual birds,view,1,RFBO,adult,cross paths,POINT,733.900,733.900,NA,Nov2024_RFBO\73\video\MOVI0011.avi,3301,3301,,,,
N73_m9101112,2025-10-07 11:42:49,,Media file,player #1:Nov2024_RFBO\73\video\MOVI0009.avi;Nov2024_RFBO\73\video\MOVI0010.avi;Nov2024_RFBO\73\video\MOVI0011.avi;Nov2024_RFBO\73\video\MOVI0012.avi,0.0,735.582,600.133;23.700;110.433;1.400,30.000;30.000;30.000;30.000,No focal subject,2193.836,obscured,view,feathers,,,,STATE,734.333,735.649,1.316,Nov2024_RFBO\73\video\MOVI0012.avi,2,41,,,,
N73_m9101112,2025-10-07 11:42:49,,Media file,player #1:Nov2024_RFBO\73\video\MOVI0009.avi;Nov2024_RFBO\73\video\MOVI0010.avi;Nov2024_RFBO\73\video\MOVI0011.avi;Nov2024_RFBO\73\video\MOVI0012.avi,0.0,735.582,600.133;23.700;110.433;1.400,30.000;30.000;30.000;30.000,No focal subject,2193.836,unknownState,position,,,,,STATE,734.399,735.649,1.250,Nov2024_RFBO\73\video\MOVI0012.avi,4,41,,,,
